date,nav
2021-10-22,83.97380
2021-10-21,84.61130
2021-10-20,84.89230
2021-10-19,86.14440
2021-10-18,86.90600
2021-10-14,87.46590
2021-10-13,86.62020
2021-10-12,85.27210
2021-10-11,84.95350
2021-10-08,84.27220
2021-10-07,84.11600
2021-10-06,83.39560
2021-10-05,83.94340
2021-10-04,83.61990
2021-10-01,82.35330
2021-09-30,82.84970
2021-09-29,82.96260
2021-09-28,83.29620
2021-09-27,84.31820
2021-09-24,84.76600
2021-09-23,85.18460
2021-09-22,84.22830
2021-09-21,84.28970
2021-09-20,83.20590
2021-09-17,83.71540
2021-09-16,83.81020
2021-09-15,83.38850
2021-09-14,83.01890
2021-09-13,82.68540
2021-09-09,82.25500
2021-09-08,82.07390
2021-09-07,81.79860
2021-09-06,81.97260
2021-09-03,82.01040
2021-09-02,81.86400
2021-09-01,81.30880
2021-08-31,81.28690
2021-08-30,80.04450
2021-08-27,78.81440
2021-08-26,78.26800
2021-08-25,77.98290
2021-08-24,77.68420
2021-08-23,76.71500
2021-08-20,76.35210
2021-08-18,76.62040
2021-08-17,76.41590
2021-08-16,76.03970
2021-08-13,75.96530
2021-08-12,75.66080
2021-08-11,75.30450
2021-08-10,75.58590
2021-08-09,75.58040
2021-08-06,75.81310
2021-08-05,76.00800
2021-08-04,76.02100
2021-08-03,75.93970
2021-08-02,75.04370
2021-07-30,74.22110
2021-07-29,74.52880
2021-07-28,74.12840
2021-07-27,74.29400
2021-07-26,74.45440
2021-07-23,74.50250
2021-07-22,74.58760
2021-07-20,73.81280
2021-07-19,73.99380
2021-07-16,74.36360
2021-07-15,74.29240
2021-07-14,74.21800
2021-07-13,74.04380
2021-07-12,74.04740
2021-07-09,74.07950
2021-07-08,73.93630
2021-07-07,74.23310
2021-07-06,73.99220
2021-07-05,74.02000
2021-07-02,73.43830
2021-07-01,73.12560
2021-06-30,72.87230
2021-06-29,72.72600
2021-06-28,72.85310
2021-06-25,72.87840
2021-06-24,72.52260
2021-06-23,72.13870
2021-06-22,72.52650
2021-06-21,72.38460
2021-06-18,72.19310
2021-06-17,72.36830
2021-06-16,72.63850
2021-06-15,72.85870
2021-06-14,72.45230
2021-06-11,72.25290
2021-06-10,72.36120
2021-06-09,71.40790
2021-06-08,71.68200
2021-06-07,71.68210
2021-06-04,71.58200
2021-06-03,71.49500
2021-06-02,70.94710
2021-06-01,70.38080
2021-05-31,70.24530
2021-05-28,69.84830
2021-05-27,70.01340
2021-05-26,69.89610
2021-05-25,69.31040
2021-05-24,69.08210
2021-05-21,69.05250
2021-05-20,68.11950
2021-05-19,68.42750
2021-05-18,68.70870
2021-05-17,67.36970
2021-05-14,66.53560
2021-05-12,66.96750
2021-05-11,67.54220
2021-05-10,68.10780
2021-05-07,67.55800
2021-05-06,67.50740
2021-05-05,67.16500
2021-05-04,66.65410
2021-05-03,67.08750
2021-04-30,66.92640
2021-04-29,68.02920
2021-04-28,67.93580
2021-04-27,66.59240
2021-04-26,65.85620
2021-04-23,65.46560
2021-04-22,65.40390
2021-04-20,65.01740
2021-04-19,65.09080
2021-04-16,66.37230
2021-04-15,65.77740
2021-04-13,65.59480
2021-04-12,65.22200
2021-04-09,67.70330
2021-04-08,67.89580
2021-04-07,67.41550
2021-04-06,66.39850
2021-04-05,66.11320
2021-04-01,67.03710
2021-03-31,66.34990
2021-03-30,66.56790
